"AreaName","AreaCode","Group","Year","Production","Imports.primary","Imports.standardized","Imports.total","Exports.primary","Exports.standardized","Exports.total","Domestic.supply","Imports.sd","Exports.sd","Industrial.use","Losses","Seed.use","Feed.use","Food.use","Stock.change"
"Azerbaijan",52,"Butter and ghee",2007,33.0025210477812,0,80.9010941969666,80.9010941969666,0,0,0,113.903615244748,80.9010941969666,0,0,1.65012605238906,0,0,59.5799190890489,0
"Benin",53,"Butter and ghee",2007,0,0,3.69941857230287,3.69941857230287,0,0,0,3.69941857230287,3.69941857230287,0,0,0,0,0,0,0
"Denmark",54,"Butter and ghee",2007,132.697552885531,0,630.067349928935,630.067349928935,0,845.526169314701,845.526169314701,-82.7612665002356,630.067349928935,845.526169314701,0,6.63487764427655,0,0,41.5473339279093,0
"Dominica",55,"Butter and ghee",2007,0,0,13.2725817840376,13.2725817840376,0,0,0,13.2725817840376,13.2725817840376,0,0,0,0,0,0,0
"Dominican.Republic",56,"Butter and ghee",2007,3.55372527229856,0,8.73922024576326,8.73922024576326,0,1.08071712127882,1.08071712127882,11.212228396783,8.73922024576326,1.08071712127882,0,0.177686263614928,0,0,7.08832517684269,0
"Belarus",57,"Butter and ghee",2007,172.58058467497,0,2.71254273215141,2.71254273215141,0,414.929113891254,414.929113891254,-239.635986484133,2.71254273215141,414.929113891254,0,8.6290292337485,0,0,78.215619439621,0
"Ecuador",58,"Butter and ghee",2007,29.4420064441551,0,0.171649429767798,0.171649429767798,0,0.254772522879055,0.254772522879055,29.3588833510439,0.171649429767798,0.254772522879055,0,1.47210032220776,0,0,33.4370427549339,0
"Egypt",59,"Butter and ghee",2007,34.0631963962434,0,0,0,0,0,0,34.0631963962434,0,0,0,1.70315981981217,0,0,47.4377305634653,0
"El.Salvador",60,"Butter and ghee",2007,0.672936088720052,0,3.51146412099897,3.51146412099897,0,24.3458196371492,24.3458196371492,-20.1614194274302,3.51146412099897,24.3458196371492,0,0.0336468044360026,0,0,0,0
"Equatorial.Guinea",61,"Butter and ghee",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Estonia",63,"Butter and ghee",2007,117.871881814103,0,9.91075607966698,9.91075607966698,0,335.101058258928,335.101058258928,-207.318420365158,9.91075607966698,335.101058258928,0,5.89359409070515,0,0,34.6048472075869,0
"Fiji",66,"Butter and ghee",2007,44.6280049216635,0,273.179954425396,273.179954425396,0,9.7012559399557,9.7012559399557,308.106703407104,273.179954425396,9.7012559399557,0,2.23140024608318,0,0,108.829136248052,0
"Finland",67,"Butter and ghee",2007,208.093136551424,0,15.3706786863776,15.3706786863776,0,541.983167928846,541.983167928846,-318.519352691044,15.3706786863776,541.983167928846,0,10.4046568275712,0,0,85.8582093415753,0
"France",68,"Butter and ghee",2007,132.788008463464,0,204.151015915496,204.151015915496,0,79.0060662544152,79.0060662544152,257.932958124544,204.151015915496,79.0060662544152,0,6.6394004231732,0,0,185.875549912659,0
"Djibouti",72,"Butter and ghee",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Georgia",73,"Butter and ghee",2007,2.72473367213663,0,55.1739668080892,55.1739668080892,0,0.36329782295155,0.36329782295155,57.5354026572743,55.1739668080892,0.36329782295155,0,0.136236683606831,0,0,20.5314796129967,0
"Gabon",74,"Butter and ghee",2007,0,0,35.05474514142,35.05474514142,0,0,0,35.05474514142,35.05474514142,0,0,0,0,0,0,0
"Gambia",75,"Butter and ghee",2007,0,0,22.2991362398201,22.2991362398201,0,0,0,22.2991362398201,22.2991362398201,0,0,0,0,0,0,0
"Germany",79,"Butter and ghee",2007,106.989860168388,0,167.102447526391,167.102447526391,0,90.0690860582979,90.0690860582979,184.023221636481,167.102447526391,90.0690860582979,0,5.3494930084194,0,0,143.246860037432,0
"Bosnia.and.Herzegovina",80,"Butter and ghee",2007,1.99487970768702,0,53.9630830277667,53.9630830277667,0,2.21313159168239,2.21313159168239,53.7448311437713,53.9630830277667,2.21313159168239,0,0.099743985384351,0,0,17.6154682283129,0
"Ghana",81,"Butter and ghee",2007,0,0,5.53677857751388,5.53677857751388,0,0.416414995201892,0.416414995201892,5.12036358231199,5.53677857751388,0.416414995201892,0,0,0,0,2.01705426545155,0
"Greece",84,"Butter and ghee",2007,5.44848253044037,0,64.3555855957466,64.3555855957466,0,0.272790100644765,0.272790100644765,69.5312780255422,64.3555855957466,0.272790100644765,0,0.272424126522019,0,0,24.6333230596702,0
"Greenland",85,"Butter and ghee",2007,0,0,96.2340932147721,96.2340932147721,0,0,0,96.2340932147721,96.2340932147721,0,0,0,0,0,0,0
"Grenada",86,"Butter and ghee",2007,0,0,26.3254472646646,26.3254472646646,0,0,0,26.3254472646646,26.3254472646646,0,0,0,0,0,0,0
"Guatemala",89,"Butter and ghee",2007,0.908535075610925,0,8.01236381467455,8.01236381467455,0,0.64224920488699,0.64224920488699,8.27864968539848,8.01236381467455,0.64224920488699,0,0.0454267537805463,0,0,3.41163570983343,0
"Guinea",90,"Butter and ghee",2007,0.512338973945743,0,0.914941587797625,0.914941587797625,0,6.6001791579576e-05,6.6001791579576e-05,1.42721455995179,0.914941587797625,6.6001791579576e-05,0,0.0256169486972872,0,0,0,0
"Guyana",91,"Butter and ghee",2007,0,0,7.18623030872324,7.18623030872324,0,0.775824251675265,0.775824251675265,6.41040605704798,7.18623030872324,0.775824251675265,0,0,0,0,0,0
"Haiti",93,"Butter and ghee",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Honduras",95,"Butter and ghee",2007,21.001099249228,0,24.3046894950833,24.3046894950833,0,10.0718471852731,10.0718471852731,35.2339415590382,24.3046894950833,10.0718471852731,0,1.0500549624614,0,0,25.3196792329683,0
"Hungary",97,"Butter and ghee",2007,13.1852085838032,0,39.3260638709897,39.3260638709897,0,5.32282875010382,5.32282875010382,47.1884437046891,39.3260638709897,5.32282875010382,0,0.65926042919016,0,0,22.5803421049407,0
"Croatia",98,"Butter and ghee",2007,16.3868730188094,0,12.6799200198158,12.6799200198158,0,33.2749172893706,33.2749172893706,-4.20812425074545,12.6799200198158,33.2749172893706,0,0.81934365094047,0,0,10.39967140846,0
"Iceland",99,"Butter and ghee",2007,141.684662025601,0,21.7331024214387,21.7331024214387,0,199.671231843701,199.671231843701,-36.2534673966614,21.7331024214387,199.671231843701,0,7.08423310128005,0,0,74.4855153828879,0
"India",100,"Butter and ghee",2007,60.8419045869927,0,0.0795303386828659,0.0795303386828659,0,0.427225150499383,0.427225150499383,60.4942097751762,0.0795303386828659,0.427225150499383,0,3.04209522934964,0,0,59.3483302720764,0
"Indonesia",101,"Butter and ghee",2007,0,0,5.24508734693594,5.24508734693594,0,0.0141669356526224,0.0141669356526224,5.23092041128332,5.24508734693594,0.0141669356526224,0,0,0,0,1.57373076103481,0
"Iran.(Islamic.Republic.of)",102,"Butter and ghee",2007,61.3815640557895,0,0,0,0,0,0,61.3815640557895,0,0,0,3.06907820278948,0,0,79.4084116216211,0
"Iraq",103,"Butter and ghee",2007,2.80021641385773,0,0,0,0,0,0,2.80021641385773,0,0,0,0.140010820692887,0,0,6.3235328462561,0
"Ireland",104,"Butter and ghee",2007,662.331046503832,0,104.561810957563,104.561810957563,0,2679.05647566343,2679.05647566343,-1912.16361820203,104.561810957563,2679.05647566343,0,33.1165523251916,0,0,58.2379175272871,0
"Israel",105,"Butter and ghee",2007,17.9125852655716,0,7.55235174542555,7.55235174542555,0,0,0,25.4649370109971,7.55235174542555,0,0,0.89562926327858,0,0,19.6693352309791,0
"Italy",106,"Butter and ghee",2007,39.1609201013799,0,69.6706260961798,69.6706260961798,0,18.1825720352819,18.1825720352819,90.6489741622779,69.6706260961798,18.1825720352819,0,1.958046005069,0,0,61.4869252072204,0
"Côte.d'Ivoire",107,"Butter and ghee",2007,0,0,1.93377043008463,1.93377043008463,0,0.018947168575805,0.018947168575805,1.91482326150883,1.93377043008463,0.018947168575805,0,0,0,0,0,0
"Kazakhstan",108,"Butter and ghee",2007,25.7274552899348,0,40.3090612395439,40.3090612395439,0,2.58487099734142,2.58487099734142,63.4516455321373,40.3090612395439,2.58487099734142,0,1.28637276449674,0,0,39.8407520900287,0
"Jamaica",109,"Butter and ghee",2007,0,0,58.7556375889467,58.7556375889467,0,0.249172660609862,0.249172660609862,58.5064649283368,58.7556375889467,0.249172660609862,0,0,0,0,0,0
"Japan",110,"Butter and ghee",2007,11.8556898076116,0,9.14473306254867,9.14473306254867,0,0.0462030136419333,0.0462030136419333,20.9542198565183,9.14473306254867,0.0462030136419333,0,0.59278449038058,0,0,15.8893925694386,0
"Jordan",112,"Butter and ghee",2007,0,0,34.150767431749,34.150767431749,0,0.94011736839046,0.94011736839046,33.2106500633586,34.150767431749,0.94011736839046,0,0,0,0,4.01663405088063,0
"Kyrgyzstan",113,"Butter and ghee",2007,48.2950604884973,0,25.8069777347898,25.8069777347898,0,4.65244436657399,4.65244436657399,69.4495938567132,25.8069777347898,4.65244436657399,0,2.41475302442486,0,0,17.7001029932067,0
"Kenya",114,"Butter and ghee",2007,9.37289450690447,0,0.105089845543276,0.105089845543276,0,0.385663914942122,0.385663914942122,9.09232043750562,0.105089845543276,0.385663914942122,0,0.468644725345224,0,0,10.2301175370914,0
"Cambodia",115,"Butter and ghee",2007,0,0,0.273777085909653,0.273777085909653,0,0,0,0.273777085909653,0.273777085909653,0,0,0,0,0,0,0
"Democratic.People's.Republic.of.Korea",116,"Butter and ghee",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Republic.of.Korea",117,"Butter and ghee",2007,23.7263779615985,0,6.92209334776537,6.92209334776537,0,0.604041655587803,0.604041655587803,30.044429653776,6.92209334776537,0.604041655587803,0,1.18631889807993,0,0,28.6524905199767,0
"Kuwait",118,"Butter and ghee",2007,0,0,247.079905282828,247.079905282828,0,0.577448210814144,0.577448210814144,246.502457072014,247.079905282828,0.577448210814144,0,0,0,0,88.9161729619602,0
"Latvia",119,"Butter and ghee",2007,59.2688041671144,0,21.2919547812455,21.2919547812455,0,107.302861771403,107.302861771403,-26.742102823043,21.2919547812455,107.302861771403,0,2.96344020835572,0,0,41.9346233350823,0
"Lao.People's.Democratic.Republic",120,"Butter and ghee",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lebanon",121,"Butter and ghee",2007,0,0,137.373292912867,137.373292912867,0,1.38117830494342,1.38117830494342,135.992114607924,137.373292912867,1.38117830494342,0,0,0,0,38.4122162662961,0
"Lesotho",122,"Butter and ghee",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Liberia",123,"Butter and ghee",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Libya",124,"Butter and ghee",2007,0,0,20.1709108524961,20.1709108524961,0,0,0,20.1709108524961,20.1709108524961,0,0,0,0,0,7.85820899058486,0
"Lithuania",126,"Butter and ghee",2007,77.2159200412247,0,17.6734886523812,17.6734886523812,0,201.424735017134,201.424735017134,-106.535326323528,17.6734886523812,201.424735017134,0,3.86079600206124,0,0,28.4866234379697,0
"China.Macao.SAR",128,"Butter and ghee",2007,0,0,84.3486775544379,84.3486775544379,0,2.29614835644225,2.29614835644225,82.0525291979957,84.3486775544379,2.29614835644225,0,0,0,0,0,0
"Madagascar",129,"Butter and ghee",2007,0,0,0.257562346085767,0.257562346085767,0,0.0086162743205314,0.0086162743205314,0.248946071765236,0.257562346085767,0.0086162743205314,0,0,0,0,0,0
"Malawi",130,"Butter and ghee",2007,0,0,4.43136151635865,4.43136151635865,0,0,0,4.43136151635865,4.43136151635865,0,0,0,0,0,0,0
"Malaysia",131,"Butter and ghee",2007,0,0,38.389936108916,38.389936108916,0,8.57653734628506,8.57653734628506,29.813398762631,38.389936108916,8.57653734628506,0,0,0,0,8.47247042283166,0
"Mali",133,"Butter and ghee",2007,0,0,1.45331311628227,1.45331311628227,0,0,0,1.45331311628227,1.45331311628227,0,0,0,0,0,0,0
"Malta",134,"Butter and ghee",2007,0,0,67.4257190623467,67.4257190623467,0,3.85423211168143,3.85423211168143,63.5714869506653,67.4257190623467,3.85423211168143,0,0,0,0,0,0
"Mauritania",136,"Butter and ghee",2007,5.16042868731745,0,33.9415660422066,33.9415660422066,0,0,0,39.101994729524,33.9415660422066,0,0,0.258021434365872,0,0,6.82224690443868,0
"Mexico",138,"Butter and ghee",2007,3.27525643454328,0,38.6164993580873,38.6164993580873,0,1.43594580979581,1.43594580979581,40.4558099828348,38.6164993580873,1.43594580979581,0,0.163762821727164,0,0,15.2080881403624,0
"Mongolia",141,"Butter and ghee",2007,5.03454483068071,0,3.57114472615937,3.57114472615937,0,0,0,8.60568955684008,3.57114472615937,0,0,0.251727241534036,0,0,8.75455961147623,0
"Morocco",143,"Butter and ghee",2007,16.1256566144233,0,61.0689554393825,61.0689554393825,0,0.210917569925163,0.210917569925163,76.9836944838807,61.0689554393825,0.210917569925163,0,0.806282830721165,0,0,35.5583508398435,0
"Mozambique",144,"Butter and ghee",2007,0,0,0.562484843893943,0.562484843893943,0,0,0,0.562484843893943,0.562484843893943,0,0,0,0,0,0,0
"Republic.of.Moldova",146,"Butter and ghee",2007,18.5343980695859,0,7.69376161355169,7.69376161355169,0,0.547221673149864,0.547221673149864,25.6809380099877,7.69376161355169,0.547221673149864,0,0.926719903479295,0,0,24.7406285780352,0
"Namibia",147,"Butter and ghee",2007,4.98381415678711,0,59.0824454272731,59.0824454272731,0,0.117649898823669,0.117649898823669,63.9486096852365,59.0824454272731,0.117649898823669,0,0.249190707839356,0,0,10.9169063872085,0
"Nepal",149,"Butter and ghee",2007,21.0541663367382,0,0,0,0,0,0,21.0541663367382,0,0,0,1.05270831683691,0,0,19.2600311452477,0
"Netherlands",150,"Butter and ghee",2007,157.930378001548,0,399.776160148797,399.776160148797,0,747.315306415304,747.315306415304,-189.60876826496,399.776160148797,747.315306415304,0,7.8965189000774,0,0,74.6078232899206,0
"The.former.Yugoslav.Republic.of.Macedonia",154,"Butter and ghee",2007,86.26374272444,0,38.8884138891175,38.8884138891175,0,0.334703321770827,0.334703321770827,124.817453291787,38.8884138891175,0.334703321770827,0,4.313187136222,0,0,108.336109641301,0
"New.Zealand",156,"Butter and ghee",2007,1989.52761893667,0,15.2762877218679,15.2762877218679,0,7040.33221291665,7040.33221291665,-5035.52830625811,15.2762877218679,7040.33221291665,0,99.4763809468335,0,0,209.309049250993,0
"Nicaragua",157,"Butter and ghee",2007,1.77432618210659,0,8.2107680893887,8.2107680893887,0,1.76704477607946,1.76704477607946,8.21804949541584,8.2107680893887,1.76704477607946,0,0.0887163091053295,0,0,4.05970017723031,0
"Niger",158,"Butter and ghee",2007,15.8951455964554,0,0.17323159494433,0.17323159494433,0,0,0,16.0683771913997,0.17323159494433,0,0,0.79475727982277,0,0,17.6022331555673,0
"Nigeria",159,"Butter and ghee",2007,1.44860341185582,0,8.75718744455078,8.75718744455078,0,0.0303259194105048,0.0303259194105048,10.1754649369961,8.75718744455078,0.0303259194105048,0,0.072430170592791,0,0,5.09349815084734,0
"Norway",162,"Butter and ghee",2007,60.4558820542432,0,5.91589557569937,5.91589557569937,0,40.0830373056556,40.0830373056556,26.288740324287,5.91589557569937,40.0830373056556,0,3.02279410271216,0,0,57.7456018431201,0
"Pakistan",165,"Butter and ghee",2007,87.1406370220672,0,0.12039736213571,0.12039736213571,0,0.0520875000172701,0.0520875000172701,87.2089468841856,0.12039736213571,0.0520875000172701,0,4.35703185110336,0,0,82.319925954796,0
"Panama",166,"Butter and ghee",2007,0.231336575067787,0,40.3526557973602,40.3526557973602,0,0,0,40.583992372428,40.3526557973602,0,0,0.0115668287533894,0,0,13.0152289841196,0
"Czech.Republic",167,"Butter and ghee",2007,102.103194438923,0,103.655242027736,103.655242027736,0,163.485700153682,163.485700153682,42.2727363129775,103.655242027736,163.485700153682,0,5.10515972194615,0,0,98.8889242242346,0
"Papua.New.Guinea",168,"Butter and ghee",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraguay",169,"Butter and ghee",2007,0.853201230081074,0,0.847892442933557,0.847892442933557,0,3.68643311789768,3.68643311789768,-1.98533944488305,0.847892442933557,3.68643311789768,0,0.0426600615040537,0,0,0,0
"Peru",170,"Butter and ghee",2007,0.922383778284132,0,7.75373761361687,7.75373761361687,0,0.00769720126528249,0.00769720126528249,8.66842419063572,7.75373761361687,0.00769720126528249,0,0.0461191889142066,0,0,2.40589687148201,0
"Philippines",171,"Butter and ghee",2007,0,0,10.6661273034556,10.6661273034556,0,0.0394028503804285,0.0394028503804285,10.6267244530751,10.6661273034556,0.0394028503804285,0,0,0,0,2.81177037793768,0
"Poland",173,"Butter and ghee",2007,106.210412020674,0,13.3558113669156,13.3558113669156,0,67.4021530955327,67.4021530955327,52.1640702920574,13.3558113669156,67.4021530955327,0,5.3105206010337,0,0,96.3714502885253,0
"Portugal",174,"Butter and ghee",2007,52.7334525063977,0,66.8098546876152,66.8098546876152,0,122.978093597928,122.978093597928,-3.43478640391493,66.8098546876152,122.978093597928,0,2.63667262531989,0,0,43.0429749749542,0
"Guinea-Bissau",175,"Butter and ghee",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eritrea",178,"Butter and ghee",2007,5.9138508663529,0,0,0,0,0,0,5.9138508663529,0,0,0,0.295692543317645,0,0,0,0
"Qatar",179,"Butter and ghee",2007,0,0,191.31989184987,191.31989184987,0,1.77213694824962,1.77213694824962,189.54775490162,191.31989184987,1.77213694824962,0,0,0,0,0,0
"Zimbabwe",181,"Butter and ghee",2007,3.30126400507516,0,0.281525252274145,0.281525252274145,0,0.00359707619190985,0.00359707619190985,3.57919218115739,0.281525252274145,0.00359707619190985,0,0.165063200253758,0,0,3.5664179264962,0
"Romania",183,"Butter and ghee",2007,5.92229040150127,0,17.3880620391562,17.3880620391562,0,0.179233504051848,0.179233504051848,23.1311189366057,17.3880620391562,0.179233504051848,0,0.296114520075064,0,0,11.3507859788149,0
"Rwanda",184,"Butter and ghee",2007,1.35159097364035,0,0.361228016623801,0.361228016623801,0,0.00774177121852682,0.00774177121852682,1.70507721904562,0.361228016623801,0.00774177121852682,0,0.0675795486820175,0,0,2.28828386299162,0
"Russian.Federation",185,"Butter and ghee",2007,38.1177687974248,0,41.8618326796989,41.8618326796989,0,2.15919451930509,2.15919451930509,77.8204069578186,41.8618326796989,2.15919451930509,0,1.90588843987124,0,0,54.4024467043453,0
"Saudi.Arabia",194,"Butter and ghee",2007,4.6700436235509,0,125.577983615707,125.577983615707,0,6.45892219883205,6.45892219883205,123.789105040426,125.577983615707,6.45892219883205,0,0.233502181177545,0,0,36.8173889510262,0
"Senegal",195,"Butter and ghee",2007,0.910240955969922,0,5.91685685497249,5.91685685497249,0,0.0491683791891285,0.0491683791891285,6.77792943175328,5.91685685497249,0.0491683791891285,0,0.0455120477984961,0,0,1.90828073849482,0
"Seychelles",196,"Butter and ghee",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sierra.Leone",197,"Butter and ghee",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slovenia",198,"Butter and ghee",2007,54.7262308422623,0,22.9784096794611,22.9784096794611,0,26.0959743219856,26.0959743219856,51.6086661997378,22.9784096794611,26.0959743219856,0,2.73631154211312,0,0,56.2328767123288,0
"Slovakia",199,"Butter and ghee",2007,33.7890899507903,0,58.6058203896567,58.6058203896567,0,51.729178232,51.729178232,40.665732108447,58.6058203896567,51.729178232,0,1.68945449753951,0,0,37.8214464902011,0
"Singapore",200,"Butter and ghee",2007,0,0,488.897623661691,488.897623661691,0,154.434946106023,154.434946106023,334.462677555669,488.897623661691,154.434946106023,0,0,0,0,0,0
"Somalia",201,"Butter and ghee",2007,24.2397576029626,0,0,0,0,0,0,24.2397576029626,0,0,0,1.21198788014813,0,0,22.9449825750227,0
"South.Africa",202,"Butter and ghee",2007,4.7153992840137,0,5.39138416561195,5.39138416561195,0,1.45012421473624,1.45012421473624,8.65665923488941,5.39138416561195,1.45012421473624,0,0.235769964200685,0,0,6.41197408795701,0
"Spain",203,"Butter and ghee",2007,17.5955708253284,0,33.1005243813023,33.1005243813023,0,78.3372290332831,78.3372290332831,-27.6411338266525,33.1005243813023,78.3372290332831,0,0.87977854126642,0,0,18.8198334474272,0
"Sudan",206,"Butter and ghee",2007,8.53705721884015,0,0.308877558747712,0.308877558747712,0,0,0,8.84593477758786,0.308877558747712,0,0,0.426852860942008,0,0,9.74676390065677,0
"Suriname",207,"Butter and ghee",2007,1.10349932849852,0,0,0,0,0,0,1.10349932849852,0,0,0,0.055174966424926,0,0,0,0
"Tajikistan",208,"Butter and ghee",2007,0.0152632598925454,0,0,0,0,0,0,0.0152632598925454,0,0,0,0.00076316299462727,0,0,3.19478022666022,0
"Swaziland",209,"Butter and ghee",2007,2.86527871582886,0,7.55574853499085,7.55574853499085,0,0.0247392191177358,0.0247392191177358,10.396288031702,7.55574853499085,0.0247392191177358,0,0.143263935791443,0,0,0,0
"Sweden",210,"Butter and ghee",2007,83.3911101738391,0,77.0780620311284,77.0780620311284,0,186.922373046408,186.922373046408,-26.453200841441,77.0780620311284,186.922373046408,0,4.16955550869196,0,0,62.0102691117502,0
"Switzerland",211,"Butter and ghee",2007,98.1751292632799,0,73.5396522433702,73.5396522433702,0,0.335301126504842,0.335301126504842,171.379480380145,73.5396522433702,0.335301126504842,0,4.908756463164,0,0,135.137303189707,0
