AreaCode,Area,Category,Year,Production,Imports.primary,Imports.standardized,Imports.total,Exports.primary,Exports.standardized,Exports.total,Domestic.supply,Imports.sd,Exports.sd,Feed,Seed,Loss,Bio,dStock,Food
1,Armenia,Vegetables (inc. melons),2008,363.617388,2.464613624,7.598448395,10.06306202,0.50527573,2.92991896,3.43519469,370.2452553,1.209582207,1.523657008,0,0,24.12177453,0,0,184
1,Armenia,Vegetables (inc. melons),2009,387.3639859,2.383711291,8.265948675,10.64965997,0.330465352,1.791524201,2.121989553,395.8916563,1.018603089,0.858406818,0,0,25.52916445,0,0,189
1,Armenia,Vegetables (inc. melons),2010,310.7667157,4.423094997,8.324335123,12.74743012,0.979511508,1.676660018,2.656171525,320.8579743,1.412300283,1.146065404,0,0,20.76544607,0,0,158
1,Armenia,Vegetables (inc. melons),2011,356.9395219,4.62642401,8.819782501,13.44620651,0.593069503,1.97301073,2.566080233,367.8196482,0.99490519,1.460392549,0,0,23.62086757,0,0,179
1,Armenia,Vegetables (inc. melons),2012,412.2703548,3.378099325,8.370351736,11.74845106,0.611735775,3.410178925,4.0219147,419.9968911,0.966619799,2.96448496,0,0,27.30672514,0,0,0
2,Afghanistan,Cereals,2007,1972.047371,72.98486137,214.4120394,287.3969007,6.167421966,0.03125403,6.198675996,2253.245596,3.846029097,0.002681036,318.5186076,205.276927,109.7835116,0,0,1571
2,Afghanistan,Cereals,2008,1290.91119,302.3634573,321.9348539,624.2983112,0.125687516,0.061612906,0.187300422,1915.022201,5.504311921,0.001218697,341.9471194,178.6951077,71.82732414,0,0,1578
2,Afghanistan,Cereals,2009,2105.606153,227.4899876,405.2785686,632.7685563,0.477996155,0.136582927,0.614579082,2737.76013,7.017784057,0.016725511,376.8138296,206.4854096,117.2560187,0,0,1598
2,Afghanistan,Cereals,2010,1871.431382,103.3967964,334.5069307,437.9037271,0.534751367,0.029675945,0.564427313,2308.770682,8.345251687,0.005585637,404.2805349,185.143799,104.0922247,0,0,1593
2,Afghanistan,Cereals,2011,1423.012731,141.3127906,256.0295568,397.3423474,0.065415235,0.001064602,0.066479837,1820.288598,8.630669142,0.000280694,394.2213891,171.8073741,78.89268206,0,0,1599
2,Afghanistan,Cereals,2012,1928.047184,118.1030849,220.929769,339.032854,0.02103288,0.003829853,0.024862733,2267.055175,5.243186265,0.00015813,376.9016165,188.7314493,107.6578219,0,0,0
2,Afghanistan,Dairy and Eggs,2007,120.6746462,1.57181215,3.417063713,4.988875863,0,0.008118393,0.008118393,125.6554036,0.42401503,0.000471942,0,0,2.802881433,0,0,136
2,Afghanistan,Dairy and Eggs,2008,119.2059209,1.360239959,7.997973667,9.358213626,0,0.120874899,0.120874899,128.4432596,0.748170178,0.004291999,0,0,2.789240851,0,0,135
2,Afghanistan,Dairy and Eggs,2009,120.3131249,1.718610905,7.606748893,9.325359799,8.88E-05,0.093758281,0.093847094,129.5446376,0.656016722,0.00420581,0,0,2.822355906,0,0,137
2,Afghanistan,Dairy and Eggs,2010,117.979885,1.760439613,9.729964904,11.49040452,0.000208308,0.028546758,0.028755066,129.4415344,0.884425486,0.003307503,0,0,2.772951978,0,0,137
2,Afghanistan,Dairy and Eggs,2011,117.0946941,2.490461475,14.00031446,16.49077593,0,0.044822941,0.044822941,133.5406471,1.869316943,0.002224453,0,0,2.761079806,0,0,134
2,Afghanistan,Dairy and Eggs,2012,120.3605709,2.277688587,5.874104321,8.151792908,0,0.007279129,0.007279129,128.5050847,0.628666268,0.000188948,0,0,2.826867525,0,0,0
2,Afghanistan,Fruit and Nuts,2007,84.56986351,1.985068545,1.126977274,3.112045819,3.450057102,9.125999849,12.57605695,75.10585238,0.311563828,0.746604676,0,0,14.5565191,0,0,42
2,Afghanistan,Fruit and Nuts,2008,89.22427245,3.914376145,1.7598419,5.674218044,6.260857901,28.06678758,34.32764548,60.57084502,0.441604181,1.641309941,0,0,15.95676702,0,0,41
2,Afghanistan,Fruit and Nuts,2009,92.02615782,13.92893586,9.222968788,23.15190465,9.921737909,20.32885612,30.25059403,84.92746844,2.091086959,1.082796292,0,0,16.55050047,0,0,39
2,Afghanistan,Fruit and Nuts,2010,95.84605141,15.08345497,7.63888851,22.72234348,4.164672054,15.82369329,19.98836535,98.58002954,1.640623223,1.351753897,0,0,17.81601948,0,0,55
2,Afghanistan,Fruit and Nuts,2011,99.35838079,14.25150846,10.91292316,25.16443162,3.067838784,16.59005162,19.6578904,104.864922,1.577284149,1.735794855,0,0,18.05958779,0,0,59
2,Afghanistan,Fruit and Nuts,2012,106.3983787,13.1807761,3.985506915,17.16628301,4.606393086,7.32373703,11.93013012,111.6345316,0.47863987,0.594918844,0,0,18.94255009,0,0,0
2,Afghanistan,GRAND TOTAL,2007,2418.185558,96.55728875,369.6438628,466.2011516,27.97939937,11.93451709,39.91391646,2844.472793,6.079475468,0.93084764,318.5186076,210.1432836,158.5983583,0,0,2040
2,Afghanistan,GRAND TOTAL,2008,1733.20696,327.869486,544.4640532,872.3335392,15.46511689,30.46355227,45.92866916,2559.61183,10.05707276,1.744746188,341.9471194,183.4385092,122.4344824,0,0,2038
2,Afghanistan,GRAND TOTAL,2009,2567.177377,302.0151008,564.7948215,866.8099222,29.37280408,26.2501272,55.62293128,3378.364368,13.33703662,1.337661311,376.8138296,211.483299,170.6722964,0,0,2080
2,Afghanistan,GRAND TOTAL,2010,2314.356343,211.8742429,490.2939315,702.1681744,16.78994964,20.62314609,37.41309573,2979.111422,17.64621454,1.576831064,404.2805349,189.7719144,156.9376365,0,0,2104
2,Afghanistan,GRAND TOTAL,2011,1850.200368,228.5033565,476.0333751,704.5367317,20.85066657,18.59522029,39.44588687,2515.291213,21.55524238,1.89279056,394.2213891,176.3230663,127.0710789,0,0,2107
2,Afghanistan,GRAND TOTAL,2012,2346.131645,210.2533868,418.3371105,628.5904973,22.99515999,12.58072542,35.57588541,2939.146257,8.499011641,1.061356794,376.9016165,193.245609,156.8201069,0,0,0
2,Afghanistan,Meat and Fish,2007,52.53544534,2.893865055,2.041096344,4.934961399,0.003945772,0.000416205,0.004361977,57.46604477,0.181162386,0.000178963,0,0,6.117909199,0,0,65
2,Afghanistan,Meat and Fish,2008,56.06530312,6.142842243,1.173668094,7.316510337,0.005682017,0.012558596,0.018240613,63.36357285,0.286460608,0,0,0,7.018166859,0,0,73
2,Afghanistan,Meat and Fish,2009,57.25138127,8.225583518,0.943813809,9.169397326,1.214462108,0.022591356,1.237053464,65.18372513,0.294558956,0.001146436,0,0,7.411185759,0,0,74
2,Afghanistan,Meat and Fish,2010,59.5918592,10.08096223,0.954616101,11.03557834,0.06186971,0.019627431,0.081497141,70.54594039,0.202853281,0.002865789,0,0,7.913531088,0,0,79
2,Afghanistan,Meat and Fish,2011,59.57313031,8.112376466,0.85630791,8.968684376,0.013924661,2.24E-05,0.013947054,68.52786763,0.208497886,3.54E-06,0,0,7.906755407,0,0,80
2,Afghanistan,Meat and Fish,2012,55.67641149,6.75132629,0.378505981,7.129832271,0.000290999,0.008765176,0.009056174,62.79718759,0.081722723,1.28E-05,0,0,7.463671431,0,0,0
2,Afghanistan,Pulses,2007,15.73892864,0.00944931,2.444754592,2.454203903,0.002589136,2.087651664,2.0902408,16.10289175,0.127333765,0.163940976,0,0,2.348248154,0,0,15
2,Afghanistan,Pulses,2008,19.57234348,0.008926899,8.077296703,8.086223601,0,1.308738782,1.308738782,26.3498283,0.103696177,0.081476794,0,0,2.920193648,0,0,19
2,Afghanistan,Pulses,2009,18.72042296,0.021801522,10.08934225,10.11114377,0.000577603,3.318603421,3.319181024,25.51238571,0.130266742,0.172906154,0,0,2.793087106,0,0,28
2,Afghanistan,Pulses,2010,19.47109096,0.001446175,9.047831971,9.049278146,0.000142517,4.366081185,4.366223702,24.1541454,0.152938501,0.18983322,0,0,2.905086771,0,0,22
2,Afghanistan,Pulses,2011,23.88130364,0.095559049,12.00915235,12.1047114,0,1.878256169,1.878256169,34.10775887,0.193755874,0.146582265,0,0,3.563090503,0,0,27
2,Afghanistan,Pulses,2012,17.39163385,0.003544672,3.848213194,3.851757866,0,4.996501551,4.996501551,16.24689016,0.028888032,0.298091005,0,0,2.59483177,0,0,0
2,Afghanistan,Roots and Tubers,2007,22.52000102,0.062039384,0.285925608,0.347964992,0.632901345,0.000829152,0.633730497,22.23423551,0.028310491,0.00057985,0,4.866356603,3.233872146,0,0,20
2,Afghanistan,Roots and Tubers,2008,20.43311428,1.169017072,0.29728477,1.466301842,1.611055828,0.000350175,1.611406003,20.28801012,0.044838626,0.000312386,0,4.743401529,2.934195211,0,0,18
2,Afghanistan,Roots and Tubers,2009,21.52936989,16.78366042,0.339230424,17.12289085,0.810696895,0.000300329,0.810997225,37.84126351,0.068767085,0.000108239,0,4.997889438,3.091617516,0,0,19
2,Afghanistan,Roots and Tubers,2010,17.08842606,7.767854228,0.320810803,8.088665031,0.310611388,0.067621254,0.378232643,24.79885845,0.051145436,0.003722288,0,4.628115392,2.453897982,0,0,14
2,Afghanistan,Roots and Tubers,2011,13.89443748,17.07322785,0.442554365,17.51578222,3.51940656,0.00463997,3.52404653,27.88617316,0.053781061,0.004133944,0,4.51569218,1.995241222,0,0,12
2,Afghanistan,Roots and Tubers,2012,15.21255268,12.28526102,0.394927952,12.68018897,0.082867206,0.187198825,0.270066031,27.62267562,0.059513703,0.16674902,0,4.514159653,2.184522564,0,0,0
2,Afghanistan,Stimulants and Spices,2007,6.507493981,0.125722594,0.049863618,0.175586213,8.66538828,0.008082666,8.673470946,-1.990390752,0.001962551,0.000146327,0,0,0,0,0,2
2,Afghanistan,Stimulants and Spices,2008,3.358097658,0.483283377,0.058796211,0.542079588,0.899491927,0.012517085,0.912009012,2.988168234,0.009019109,0.000786615,0,0,0,0,0,4
2,Afghanistan,Stimulants and Spices,2009,3.047929402,0.245384144,1.625668333,1.871052476,1.649141813,0.047322188,1.696464002,3.222517877,0.010147556,0.00011883,0,0,0,0,0,2
2,Afghanistan,Stimulants and Spices,2010,3.622775384,0.176647043,1.233295834,1.409942877,1.630179159,0.006632671,1.636811829,3.395906432,0.007890485,3.35E-05,0,0,0,0,0,3
2,Afghanistan,Stimulants and Spices,2011,4.177616813,0.166657357,0.026416625,0.193073982,0.850217391,0.002942106,0.853159497,3.517531298,0.004502151,0.000340736,0,0,0,0,0,6
2,Afghanistan,Stimulants and Spices,2012,4.227256025,0.269629349,0.042200454,0.311829803,7.047428834,2.64E-05,7.04745519,-2.508369362,0.001390655,3.03E-06,0,0,0,0,0,0
2,Afghanistan,Sugar,2007,4.412283101,0.00556336,39.66096155,39.66652491,0,0.648960133,0.648960133,43.42984788,1.028949581,0.001083395,0,0,0.056756837,0,0,75
2,Afghanistan,Sugar,2008,3.911308088,0.013908227,89.78876421,89.80267244,0,0.064767986,0.064767986,93.64921254,2.785547232,0.005288616,0,0,0.051817725,0,0,83
2,Afghanistan,Sugar,2009,6.138243471,0.013877195,42.03466057,42.04853777,0.003560971,1.048806411,1.052367383,47.13441386,2.819062271,0.028786254,0,0,0.079742412,0,0,84
2,Afghanistan,Sugar,2010,4.909488022,0.245206189,35.76265967,36.00786586,0,0.119489326,0.119489326,40.79786456,5.260146896,0.018005241,0,0,0.063885742,0,0,87
2,Afghanistan,Sugar,2011,4.793914842,0.226798182,38.39431579,38.62111397,0.000253787,0.053239583,0.05349337,43.36153544,7.475594895,0.002616978,0,0,0.062424274,0,0,86
2,Afghanistan,Sugar,2012,4.125580962,0.017455182,44.88861246,44.90606764,0,0.052394118,0.052394118,48.97925449,1.703829962,0.001042377,0,0,0.053472121,0,0,0
2,Afghanistan,Vegetable Oils and Animal Fats,2007,8.021610864,15.3249178,106.0548184,121.3797362,0.036543198,0.001467298,0.038010495,129.3633365,0.081285817,0,0,0,0,0,0,84
2,Afghanistan,Vegetable Oils and Animal Fats,2008,6.870058622,11.01133287,113.2120576,124.2233904,4.10E-05,0.797017943,0.79705899,130.2963901,0.064383313,0,0,0,0,0,0,58
2,Afghanistan,Vegetable Oils and Animal Fats,2009,6.688841164,29.81833729,87.30384945,117.1221867,4.321093239,1.224271977,5.545365216,118.2656627,0.103182251,0.003984341,0,0,0,0,0,70
2,Afghanistan,Vegetable Oils and Animal Fats,2010,4.950800124,69.56704634,88.57886745,158.1459138,0,0.15559077,0.15559077,162.9411231,0.072841334,0,0,0,0,0,0,82
2,Afghanistan,Vegetable Oils and Animal Fats,2011,5.600627864,35.28361852,140.3394331,175.6230517,0.429303726,0.01867212,0.447975846,180.7757037,0.123714316,0,0,0,0,0,0,77
2,Afghanistan,Vegetable Oils and Animal Fats,2012,4.133958594,54.91008668,136.9630908,191.8731775,1.65E-05,0,1.65E-05,196.0071195,0.044802993,0,0,0,0,0,0,0
2,Afghanistan,Vegetables (inc. melons),2007,72.48094179,1.38114363,0.150362421,1.531506051,4.783171333,0.021737701,4.804909034,69.20753881,0.04886292,0.015160477,0,0,18.38974456,0,0,21
2,Afghanistan,Vegetables (inc. melons),2008,69.41261566,0.467900033,0.163516119,0.631416152,5.3906871,0.018326313,5.409013413,64.6350184,0.06904141,0.01006114,0,0,17.65974182,0,0,19
2,Afghanistan,Vegetables (inc. melons),2009,76.78604996,1.487852609,0.349970293,1.837822902,4.529912786,0.029034192,4.558946978,74.06492588,0.146164021,0.026883443,0,0,19.21388032,0,0,22
2,Afghanistan,Vegetables (inc. melons),2010,70.46622005,1.737128967,2.52006553,4.257194497,2.871532974,0.006187457,2.877720431,71.84569411,1.028098211,0.001723948,0,0,17.73679415,0,0,20
2,Afghanistan,Vegetables (inc. melons),2011,50.49394284,7.354002566,3.022400555,10.37640312,2.842000006,0.001508791,2.843508797,58.02683717,1.418125963,0.000813089,0,0,12.68161688,0,0,17
2,Afghanistan,Vegetables (inc. melons),2012,55.29547105,1.167729114,1.032179407,2.199908521,2.702355305,0.000993387,2.703348692,54.79203088,0.228371169,0.000192652,0,0,14.15027786,0,0,0
3,Albania,Cereals,2007,1492.795641,1186.779545,262.5972046,1449.37675,4.84553827,3.569590877,8.415129148,2933.757262,17.38577606,0.155208471,3167.025192,59.72654233,19.57093502,58.67514523,0,1125
3,Albania,Cereals,2008,1839.165516,1060.489486,228.1129194,1288.602405,23.10705164,7.738526868,30.84557851,3096.922343,19.58928678,4.838555205,3223.027182,69.19628227,24.06810092,216.784564,0,1131
3,Albania,Cereals,2009,1913.850921,1046.818518,240.4263487,1287.244867,678.6121104,19.06606263,697.6781731,2503.417615,19.62099826,10.83432972,3215.915949,68.24297113,25.06707468,50.06835229,0,1099
3,Albania,Cereals,2010,2121.821342,1061.270862,294.9513015,1356.222163,8.329752537,1.399204782,9.72895732,3468.314548,21.73796401,0.235926871,3273.091935,64.18745599,27.94719692,242.7820184,0,1160
3,Albania,Cereals,2011,2142.476531,1249.346494,271.263975,1520.610469,6.90277127,9.529005202,16.43177647,3646.655223,21.21021442,0.660616617,3338.430105,61.6078526,28.22944356,255.2658656,0,1167
3,Albania,Cereals,2012,2123.636488,951.9580134,319.8378831,1271.795897,0.378210852,39.30548505,39.6836959,3355.748689,20.79267591,1.16833545,3341.007049,62.55460656,27.96994198,234.9024082,0,0
3,Albania,Dairy and Eggs,2007,632.4437869,3.472169802,22.00093114,25.47310095,1.00E-05,3.27004658,3.270056588,654.6468313,2.144306409,0.345960516,0,0,3.64086116,0,0,590
3,Albania,Dairy and Eggs,2008,651.2797292,3.195159231,20.85784066,24.05299989,0.001009832,12.56648,12.56748983,662.7652393,2.880026929,0.542327504,0,0,3.746678464,0,0,599
3,Albania,Dairy and Eggs,2009,654.6907208,3.554669871,18.45304617,22.00771604,0.011262327,4.567741822,4.579004149,672.1194327,3.140513266,0.359995885,0,0,3.756036605,0,0,614
